,指数代码,指数简称,样本数,收盘点位,涨跌幅,PE滚动,成交量,成交额,总市值,自由流通市值
0,399001,深证成指,500,12573.4349,-0.0343,22.35,145230.99821,2682.9199763447,229805.24825955622,112530.5008913164
1,399002,深成指R,500,15779.6295,-0.0343,22.35,145230.99821,2682.9199763447,229805.24825955622,112530.5008913164
2,399003,成份B指,10,7313.4157,-0.0166,,69.85199,0.4719558282,,
3,399004,深证100R,100,7507.6622,-0.0405,24.3516,40116.9095,1275.3368875871001,135591.2501856136,65644.6690903921
4,399005,中小100,100,8575.9365,-0.0361,28.24,28030.41083,694.3900057377,70679.572206702,34190.8604691149
5,399006,创业板指,100,2630.371,-0.043,44.1022,16180.81514,677.203310728,61650.711526281,29651.2421398333
6,399007,深证300,300,5361.9962,-0.0361,22.554,98993.66432,2141.9252103545,194679.0108970081,94974.71611812449
7,399008,中小300,300,1628.0295,-0.0327,25.6548,66576.59631,1158.9865717871,101617.10848956241,50447.1018961592
8,399009,深证200,200,4606.3034,-0.0262,19.2011,58876.75482,866.5883227674001,59087.760711394505,29330.047027732402
9,399010,深证700,700,7538.9637,-0.0225,24.0032,136628.93757,1490.0292785834,80244.3861113728,41253.701169628504
10,399011,深证1000,1000,5986.3705,-0.032,22.93,235622.60189,3631.9544889379,274923.3970083809,136228.41728775302
11,399012,创业300,300,3638.9985,-0.0373,43.0657,47648.35765,1130.2655175434,82352.9638640095,41007.789163209105
12,399013,深市精选,0,5437.6522,-0.032,19.1792,119614.5153,2024.8312004543,168817.7781895781,82471.6264675703
13,399015,中小创新,500,2499.94,-0.0209,26.893,90391.60368,949.0345125932,45118.1487488247,23697.9163964366
14,399016,深证创新,100,4404.4726,-0.0341,41.0068,18217.49792,759.4408066351,62857.0303954096,1504.3543763056
15,399017,SME创新,100,3674.6346,-0.0315,32.4637,18108.33599,513.1043622725,42123.0347334538,949.1896655385001
16,399018,创业创新,100,4658.3438,-0.0288,48.7347,13701.11758,540.4018507968,42425.4378149961,1275.3281399219
17,399030,碳科技30,30,4237.5743,-0.0383,74.9921,4823.48443,319.0028507903,24821.420381788503,9058.3732651163
18,399050,创新引擎,50,2810.3497,-0.0372,18.4469,15488.10717,330.8138295705,34721.4264898879,15686.2927126348
19,399060,碳科技60,60,3300.9192,-0.0402,34.2112,16085.90517,652.3461441133,58313.259714894695,29875.504065282003
20,399088,深创100,100,3971.9838,-0.042,28.3423,28418.90907,982.6095306072999,92969.75864049769,47804.437615228606
21,399100,新指数,0,10097.6635,-0.0282,24.0998,415806.13706,5595.4990323356005,345238.6418485514,275320.6574940905
22,399101,中小综指,0,12771.171,-0.0281,25.1596,176693.53202,2118.2197973948,136854.334773168,114126.7377397407
23,399102,创业板综,0,3051.9239,-0.0321,43.0256,120078.12841,2175.5633036012,119766.24408072051,83588.3699740599
24,399103,乐富指数,0,7710.7002,-0.0304,,153357.14798,169.8678465309,,
25,399106,深证综指,0,2203.4137,-0.027,,430338.49937,5664.0613116835,,
26,399107,深证A指,0,2305.491,-0.0271,23.975,430212.93479,5663.4244832451,349202.6584152242,349202.6584152242
27,399108,深证B指,0,1115.2378,-0.0145,,125.56458,0.6368284383,,
28,399231,农林指数,0,1609.9574,-0.0147,24.4865,5678.62076,75.913422342,6438.661440749301,3353.4676151938
29,399232,采矿指数,0,2850.9128,0.0022,22.1696,15200.88091,159.0965070218,3944.1098065621995,1921.1529016089999
30,399233,制造指数,0,2818.0493,-0.0304,27.2593,246105.91554,3870.4165993786,245476.54078875712,121183.2557713749
31,399234,水电指数,0,973.1739,-0.0119,18.6953,11426.38353,88.20617203469999,7226.9412877941,2123.9202341941
32,399235,建筑指数,0,1167.2166,-0.0038,19.4985,10104.48787,74.1937574555,3186.4656440505,1397.3856175654998
33,399236,批零指数,0,1360.0651,-0.0154,24.0129,13781.52741,132.7949804926,7011.5201037635,2690.3457096755
34,399237,运输指数,0,1234.0986,-0.0326,27.5552,4999.79028,52.7232134634,6368.4898052587,2137.9103343499
35,399238,餐饮指数,0,1097.8968,-0.0038,117.8263,595.31691,3.1491028592,131.5905433512,56.4973396874
36,399239,IT指数,0,1664.0227,-0.0285,37.0546,43786.78193,534.3351753265,20560.737315516202,12379.5265616777
37,399240,金融指数,0,1282.3347,-0.0282,13.7753,12006.06301,154.7572482391,18444.0907977294,8587.499766544699
38,399241,地产指数,0,2016.261,-0.0025,6.2091,15053.75239,89.3267480499,7529.5576723764,3471.9973170167
39,399242,商务指数,0,1110.1597,-0.0192,11.9853,8779.96625,68.80341349310001,3865.7723004204,1955.8988456667998
40,399243,科研指数,0,1864.0121,-0.0305,42.0267,5440.63092,96.57428063549999,5033.7667043678,2138.4519644923002
41,399244,公共指数,0,736.5031,-0.0177,23.6076,7525.87028,56.3959060651,3274.0698234226,1420.6674210524
42,399248,文化指数,0,838.9881,-0.0323,21.7861,8331.4129,68.0724210619,3090.9905028512,1365.9543440228
43,399249,综企指数,0,1165.8756,-0.0509,26.3887,1265.59247,14.205862272200001,439.15468216370004,315.4787773975
44,399269,创质量,100,5800.8661,-0.0341,44.2539,8898.10487,404.60747315410003,29773.234428847,15761.885486763
45,399275,创医药,50,4615.1858,-0.0352,31.4072,7345.14136,178.3354804806,17495.7725773659,6977.0487811111
46,399276,创科技,50,5829.1334,-0.0385,50.5065,8650.09793,411.3863007581,33903.178907232796,13296.0690186636
47,399277,公共健康,50,3230.9373,-0.0302,28.584,12102.07071,223.1414952156,16194.0045917932,5697.143047609
48,399278,长江100,100,2072.1647,-0.0378,26.404,36103.58071,814.9524211964,73470.3279770872,34134.6731257184
49,399279,云科技50,50,3062.8059,-0.0443,30.4158,12665.87902,313.0734701062,26156.5929335755,14300.2269412826
50,399280,生物50,50,3453.1357,-0.0314,29.6368,6130.07444,171.4867033386,16042.584823687299,7097.9463823703
51,399281,电子50,50,3214.617,-0.0428,20.9795,15985.16556,240.8064378134,17343.5253859058,9648.9029058546
52,399282,大数据50,50,3976.5095,-0.0408,32.771,12520.03104,207.78469756200002,9492.9007754603,5366.9899091996
53,399283,机器人50,50,3101.0529,-0.0446,25.4203,6880.47451,146.823781124,13506.6482467595,5607.2650721738
54,399284,AI 50,50,3272.5319,-0.0441,31.6423,11212.99585,212.62994961419997,16059.3697434323,7738.9613873291
55,399285,物联网50,50,4017.3841,-0.044,27.7953,13572.3922,366.94505303169996,29702.7614496181,16152.5447160726
56,399286,区块链50,50,3211.895,-0.0335,17.7252,20340.55581,279.8637311054,21015.5244989071,7224.959504821501
57,399290,深转交债,0,162.9667,-0.0256,,1221.16095,182.7665747378,,
58,399291,创精选88,88,3951.8927,-0.0284,38.948,13105.96849,180.59331524959998,10553.2286624675,5832.2032442711
59,399292,民企发展,500,1230.7088,-0.0211,24.908,71606.82674,610.5988562336,25274.169627593597,11305.5438503097
60,399293,创业大盘,50,5011.1014,-0.0431,46.0645,8552.59406,515.1605371357,47085.00400649769,20658.173213152
61,399294,中小创Q,50,3648.2517,-0.035,22.4253,17464.90406,375.82485372220003,39919.4857144527,19547.564799427
62,399295,创业蓝筹,50,5155.1413,-0.0337,46.7217,6547.30514,345.1888604319,35834.219906545804,6551.8354245857
63,399296,创成长,50,6337.6119,-0.0381,54.0524,8705.71757,488.0355181653,35482.6472419996,7463.3724604373
64,399297,新浪100,100,4070.1226,-0.01,11.923,18383.79561,138.8982518851,10824.0759842243,1281.8086390342
65,399298,深信中高,0,186.5916,0.0003,,7.2088,0.60391118,,
66,399299,深信中低,0,212.1518,0.0,,3.3205,0.24976385,,
67,399301,深信用债,0,189.9566,0.0003,,7.2088,0.60391118,,
68,399302,深公司债,0,193.9423,0.0003,,7.2088,0.60391118,,
69,399303,国证2000,2000,8467.9907,-0.0173,25.3064,284123.61965,2956.2700661031,134460.07336466052,67084.72307177201
70,399306,深证ETF,0,1545.7179,-0.0319,,143793.68981,159.1595464543,,
71,399307,深证转债,0,300.0688,-0.0253,,2760.81449,464.69845010160003,,
72,399310,国证A50,50,6984.6306,-0.0374,15.144,46040.41802,1210.7336304092998,180039.36668839693,75228.1915964684
73,399311,国证1000,1000,4593.0501,-0.0289,14.4388,377395.20352,5457.7464050281,585631.3354263118,254443.3248291836
74,399312,国证300,300,5127.271,-0.0348,15.8841,133825.32187,2983.5795418375,372607.4254569099,159304.3664764409
75,399313,巨潮100,100,5109.9732,-0.0337,12.0655,77872.31332,1790.6418961261,286499.9549630632,116274.0592197909
76,399314,巨潮大盘,200,4739.4063,-0.0322,12.7324,133008.3406,2602.4163370003,372596.5210119296,154444.0910508389
77,399315,巨潮中盘,300,4575.2078,-0.0264,19.5833,100922.95005,1473.4848975089,118838.73154326712,55044.6954196847
78,399316,巨潮小盘,500,5339.1898,-0.0205,18.3589,143463.91287,1381.8451705189002,94196.0828711151,44954.53835866
79,399317,国证A指,0,5646.2141,-0.0255,15.9984,789949.11222,9712.714370605601,774879.7299162953,340954.5260586086
80,399318,国证B指,0,4542.7563,-0.0089,,420.61519,2.1983395613999996,,
81,399319,资源优势,100,2512.1103,-0.0001,14.7444,81444.51364,802.2524340867,51207.16608479441,18063.9621869861
82,399320,国证服务,100,2135.3187,-0.0289,14.7898,43950.52339,339.6752345007,44989.1825574804,15938.6680461499
83,399321,国证红利,50,6973.8557,-0.0221,7.6804,50483.46792,673.564364186,146015.6012568889,55262.8874725504
84,399322,国证治理,50,9010.735,-0.0327,9.2809,28026.92277,665.1057809053,109856.4727617566,45610.860604238704
85,399324,深证红利,40,10030.7017,-0.0347,13.0526,16660.27149,354.5155972571,46590.230923225,22551.209020821603
86,399326,成长40,40,5698.0718,-0.0364,26.156,6519.98023,216.1324643746,22502.2706416258,9945.2272934876
87,399328,深证治理,40,10724.0334,-0.0391,19.434,11769.26808,415.0778777876,48267.2663019545,24604.4077875253
88,399330,深证100,100,5706.2152,-0.0405,24.3516,40116.9095,1275.3368875871001,135591.2501856136,65644.6690903921
89,399333,中小100R,100,9829.1691,-0.0361,28.24,28030.41083,694.3900057377,70679.572206702,34190.8604691149
90,399335,深证央企,50,4871.3085,-0.0206,17.2579,18034.13868,250.0640043634,27632.3221207604,11420.1025165804
91,399337,深证民营,100,5603.7729,-0.0449,34.293,28853.526,1004.2611921471,92646.25289993429,45941.9799916092
92,399339,深证科技,100,8211.1617,-0.0431,36.3039,28861.98491,886.0821765042999,78307.1382010106,40492.8652739808
93,399341,深证责任,100,1852.0652,-0.0385,18.9192,30982.26916,696.8649445315,73053.0042765477,35937.347228381295
94,399344,深证300R,300,6593.3788,-0.0361,22.554,98993.66432,2141.9252103545,194679.0108970081,94974.71611812449
95,399346,深证成长,100,4138.6388,-0.0467,30.4893,23831.93003,896.8638955997,78773.5486536004,38670.7287209554
96,399348,深证价值,100,6287.9952,-0.023,10.8387,49914.14272,520.8843661742,56284.534963467806,27482.1964854274
97,399350,皖江30,30,2598.3866,-0.0178,17.0682,16099.18822,168.4335788735,10909.4225143656,4357.369801857701
98,399351,创新示范,100,9033.7623,-0.0355,14.3724,28052.15384,550.1893305501001,62879.7556159621,26734.2103664055
99,399352,深企综指,0,8270.5471,-0.0334,15.583,46362.03993,784.0478450302,76433.0550861571,38503.847558903304
100,399353,国证物流,40,2341.4839,-0.0412,12.2398,20787.27799,157.5157844449,23933.4849400106,8120.1530995974
101,399354,分析师指,100,8366.358,-0.0312,17.7199,66671.39554,1927.338971777,226268.3753020941,6965.1566347113
102,399355,长三角,40,3533.6747,-0.0324,12.5134,17321.6603,382.67750423120003,53552.824412656904,24576.2457104434
103,399356,珠三角,40,9840.3448,-0.0356,14.0498,20348.94647,522.0292881054,71849.7183884931,36660.990996577
104,399357,环渤海,40,2860.3287,-0.0253,7.7547,43877.51375,457.9629985127,109371.941477776,28318.2039250208
105,399358,国证环保,40,6094.1126,-0.0241,29.2734,17159.59914,445.0252715514,40819.7859147091,20057.4945311705
106,399359,国证基建,50,2679.2846,-0.0142,12.3484,40922.99191,295.2627313334,40310.046022259,13846.9512343388
107,399360,新硬件,100,4602.0463,-0.0286,24.1298,24296.05028,355.1639686881,30129.846668900802,1049.4397155127
108,399361,在线消费,50,3465.2226,-0.0341,25.2375,13060.5067,132.9974273158,10661.4798412512,5100.7576430323
109,399362,民企100,100,8106.0738,-0.041,33.996,29737.74072,1223.6563226213,120640.83484947211,58912.593354683304
110,399363,云科技,50,4538.3614,-0.0449,33.7741,12167.27232,379.09458349269994,32910.8153165358,18154.9354269407
111,399364,消费100,100,9803.2767,-0.041,29.8553,32093.00559,1142.0601159944001,121213.65095417801,61648.8138633388
112,399365,国证农业,50,16305.2652,-0.0378,35.0775,12436.25995,541.3429731914,69299.7079211807,30399.999720687796
113,399366,国证大宗,100,2854.4431,-0.0146,14.6317,94278.91594,1032.9082898727002,82126.67994108581,31353.3860755429
114,399367,1000地产,0,4497.3887,-0.0025,6.469,12176.31709,109.0128165707,12024.192647169299,4572.9412595979
115,399368,国证军工,50,8429.0179,-0.0184,53.4244,8255.32484,185.72035970439998,19175.464040762,9331.7106986848
116,399369,国证责任,100,1652.495,-0.0365,14.6871,33134.89869,604.5473725933,71486.4195741596,35144.3534405199
117,399370,国证成长,332,5304.5531,-0.0376,24.6236,77953.90581,2090.8928658076998,207815.2805087363,97857.3246049843
118,399371,国证价值,332,6370.7262,-0.0155,8.0094,185276.81275,1499.0506174888,220447.7674153234,81658.4752955942
119,399372,大盘成长,66,5439.2819,-0.0425,28.9729,22912.34984,1151.9231597982,134534.4498298064,64227.3813976892
120,399373,大盘价值,66,7318.1399,-0.0173,7.157,63678.6025,625.0960930737999,149833.3851254308,51382.6808159839
121,399374,中盘成长,100,5315.1088,-0.0333,22.2103,20595.75714,489.67890621519996,41554.380240814906,18665.172291766
122,399375,中盘价值,100,5584.3555,-0.0129,11.0862,56156.29415,457.209898224,39226.7939942274,16742.6516663342
123,399376,小盘成长,166,6245.3725,-0.0213,16.3546,34445.79883,449.2907997943,31726.450438115,14964.7709155291
124,399377,小盘价值,166,7170.7818,-0.0121,10.5046,65441.9161,416.744626191,31387.5882956652,13533.142813276101
125,399378,ESG 300,300,2737.5274,-0.0301,11.8073,109332.10427,2158.6363299571,306314.25115244644,127390.70291369689
126,399379,国证基金,0,7993.5545,-0.027,,526767.61242,594.8308905209,,
127,399380,国证ETF,0,1572.8722,-0.0274,,515429.9297,580.8357228843,,
128,399381,1000能源,0,2728.9909,0.0005,11.5979,34854.39821,265.5562757034,29475.814141889303,6170.888289871
129,399382,1000材料,0,3476.8515,-0.017,15.5384,95624.05852,1198.8440180367,71367.92793778049,34118.4642420959
130,399383,1000工业,0,3027.7189,-0.031,17.8866,71801.99535,935.7700434528999,91556.5013873334,40273.4742133284
131,399384,1000可选,0,3649.1174,-0.0388,19.1677,23260.54158,392.05807177599996,46059.3002682957,20297.4499514881
132,399385,1000消费,0,13544.3136,-0.0394,37.0117,13404.76408,498.9587442746,70341.5439169533,24525.887800505698
133,399386,1000医药,0,7896.123,-0.0334,29.5139,14980.17913,448.20259503089994,44750.3359589908,21751.8956273593
134,399387,1000金融,0,4638.9232,-0.023,7.1374,45000.2874,495.17017800879995,117480.71396135539,45520.059780612
135,399388,1000信息,0,4935.6323,-0.0367,29.7482,42297.13668,883.2097761428,71628.5928584435,39422.013156464505
136,399389,国证通信,70,3409.3737,-0.0362,35.1779,12184.71736,171.8552969127,11149.799518637199,5792.6525140236
137,399390,1000公用,0,2514.583,-0.0114,18.2456,17949.91148,127.2013281975,19730.297832693603,5121.2777464365
138,399391,投资时钟,100,3469.9605,-0.0335,17.099,58686.28729,995.6160590223,108306.82911835868,39150.735914375604
139,399392,国证新兴,100,2774.9783,-0.0309,24.6712,44765.44803,1296.7202380156,138760.93547777462,5215.2842350367
140,399393,国证地产,50,4818.5286,-0.0017,6.8924,16306.83313,142.2685656924,13801.0039558404,5450.1340588405
141,399394,国证医药,80,11963.2704,-0.0345,30.3706,10733.05893,402.42675673800005,41369.3168613913,20113.7273827576
142,399395,国证有色,50,6925.7613,0.001,27.2942,41325.65215,544.4733159683,21487.5371679458,12299.268886862399
143,399396,国证食品,50,26354.4231,-0.0461,38.1606,5824.20524,396.94074666169996,58466.066892849696,17319.965080968403
144,399397,国证文化,50,2054.3929,-0.0348,24.9207,15795.38901,255.5479640838,22030.2797476341,7181.9801728168
145,399398,绩效指数,100,11857.303,-0.0305,22.3449,16727.19035,660.7343298755001,101703.8456951436,990.8611706183
146,399399,中经GDP,300,7628.3161,-0.0302,12.4057,149668.78257,2323.02899271,283953.3857752981,67409.7252932374
147,399400,大中盘,500,3923.2912,-0.0307,13.8945,233931.29065,4075.9012345091996,491435.2525551967,209488.7864705236
148,399401,中小盘,800,4463.7777,-0.0238,19.0321,244386.86292,2855.3300680278003,213034.81441438218,99999.2337783447
149,399402,周期100,100,3465.1098,-0.0307,14.0614,72725.38279,1252.4497381555,145690.7214547996,59117.6710825458
150,399403,防御100,100,9082.3912,-0.0408,32.3019,22530.73592,832.3916451503999,102648.8590469274,41261.233425827
151,399404,大盘低波,50,4935.6573,-0.0115,6.7333,45650.48775,379.35921009870003,113801.3240611388,4991.2721732872
152,399405,大盘高贝,50,2510.1483,-0.0376,31.1404,17972.09268,1071.9765056885,122878.47553983089,6308.4836706287
153,399406,中盘低波,100,11828.6666,-0.0191,16.0176,25341.51141,246.5632308246,32797.1631220382,2090.7904858905
154,399407,中盘高贝,100,2874.6483,-0.0261,25.5502,33760.75026,736.5000906313,45624.3036584284,6265.1104324175
155,399408,小盘低波,150,13280.1205,-0.0139,13.8926,38351.77702,242.5997920639,24696.195345674303,2723.7442511189997
156,399409,小盘高贝,150,5077.9497,-0.0154,21.2091,48191.87665,671.7891609037999,33665.021135792704,3140.0046145101
157,399410,苏州率先,30,2245.2962,-0.0363,25.3243,5567.12095,96.18121640700001,7310.528890211701,3799.1294206032003
158,399411,红利100,100,3370.0926,-0.013,6.7072,43992.55427,500.40364731370005,109356.3136988761,875.9201828651
159,399412,国证新能,50,3633.5229,-0.0335,47.1279,17880.40085,674.4505718175,54884.3106263847,27018.4223834386
160,399413,国证转债,0,151.4641,-0.0205,,5470.04329,846.1716901116,,
161,399415,I100,100,8076.2623,-0.0222,20.9892,32458.3864,638.4990077130001,41980.1687153524,978.1298271988001
162,399416,I300,300,3847.1634,-0.0339,16.4139,112934.09101,2686.6192347514,276237.4985214357,135986.9567894616
163,399417,新能源车,50,3969.3998,-0.0443,65.6842,12902.72162,580.1138801605,37631.8541486787,18080.164388451
164,399418,国证国安,100,4003.5197,-0.0256,20.2082,42879.75565,709.5486182359,74929.9190804373,5155.5053433184
165,399419,国证高铁,50,1919.3308,-0.0132,12.48,12113.32897,108.79595991040001,12676.5375024531,3379.5696878013
166,399420,国证保证,30,1224.9655,-0.0265,12.5346,12894.26698,233.0403501893,37291.7415008824,13155.319053212801
167,399422,中关村A,0,3231.7064,-0.0248,21.9674,64745.12038,779.8670701041,50352.2961289529,24327.232327293503
168,399423,中关村50,50,2744.2723,-0.0346,25.7447,18192.29277,262.53423931919997,18816.7015487744,10569.5551039849
169,399427,专利领先,100,2934.6797,-0.0112,21.1206,41876.99501,411.1020227857,18076.9240770008,9835.3347742747
170,399428,国证定增,100,3397.4267,-0.0172,23.1445,23822.87366,395.52736487839996,22767.4125498481,1604.3726403976002
171,399429,新丝路,100,1641.6653,-0.0102,19.1111,36254.42187,410.1010013412,26039.3625766475,9374.5523180539
172,399431,国证银行,0,6624.5217,-0.0195,5.4718,22701.09309,198.1090528038,70002.9160227828,20975.538260063502
173,399432,智能汽车,50,6330.0573,-0.0448,69.9851,5851.43774,426.42880808940004,31279.923504729,11660.4459238502
174,399433,国证交运,0,1853.7828,-0.0413,12.6399,26837.49743,175.3382444736,23951.9853762925,8097.783279463
175,399434,国证传媒,0,1780.436,-0.0182,18.8275,15451.13271,103.48116186899999,6389.3477120152,2985.1945214179
176,399435,国证农牧,0,5285.5172,-0.0149,31.0234,13678.99013,167.1010094126,12307.000318665601,5690.1399042117
177,399436,绿色煤炭,30,4198.2532,0.0028,10.7653,22789.96313,211.44360058759997,12925.521604855,1440.7665038735001
178,399437,证券龙头,0,5745.2301,-0.0273,16.1951,12640.24644,193.09792654720002,23802.1659390034,11812.695358180701
179,399438,绿色电力,50,2188.1348,-0.0127,22.2548,20975.33204,170.6933821007,18628.0300169783,4622.5227417275
180,399439,国证油气,0,1565.9174,-0.005,11.3263,20162.11545,98.7095284395,15834.289531967199,1083.1432265458
181,399440,国证钢铁,0,1616.463,-0.0126,8.2202,31557.01735,168.1465524773,10449.2552314663,4119.7646880614
182,399441,生物医药,30,3999.4075,-0.0375,36.0394,3139.85343,157.6645698916,17199.3921347593,7947.681180263299
183,399481,企债指数,0,126.7991,0.0,,48.3228,3.8311274338,,
184,399550,央视50,50,7487.2981,-0.0318,10.4057,20118.20567,576.9020708755,105974.4225699863,10958.0204898411
185,399551,央视创新,50,8516.3595,-0.042,26.3312,16580.41792,318.4236480551,27474.915888313597,13271.980711498101
186,399552,央视成长,50,8443.6691,-0.0344,14.304,23017.12913,625.52778421,97490.1522527802,31317.3562827246
187,399553,央视回报,50,8230.2324,-0.0383,26.4592,8975.44009,429.2818968636,59147.5470883136,15558.300686389199
188,399554,央视治理,50,7286.3729,-0.0296,10.0792,23338.88588,453.09683979010003,92984.1995837366,22511.6735820877
189,399555,央视责任,50,4967.878,-0.0306,8.4333,26549.69139,464.8522785038,78265.0155321762,24715.536947644
190,399556,央视生态,50,3111.2882,-0.0254,25.4613,14589.82896,450.7862433085,45421.8682594933,16919.0744309413
191,399557,央视文化,50,1718.719,-0.0371,24.9207,15795.38901,255.5479640838,22030.2797476341,7268.9671114685
192,399602,中小成长,100,1365.5226,-0.0388,27.8603,19655.10407,481.1428533877,45760.9934847007,22603.880076302998
193,399604,中小价值,100,2113.2798,-0.0216,14.2988,23947.45194,266.9184905227,26655.8979895254,12346.8368594931
194,399606,创业板R,100,2801.9548,-0.043,44.1022,16180.81514,677.203310728,61650.711526281,29651.2421398333
195,399608,科技100,100,3600.4076,-0.0342,36.1669,21351.49456,655.5771692795,54901.6913593839,29367.6096633206
196,399610,TMT50,50,6237.8305,-0.0439,26.7746,20164.5417,451.8429752394,37783.0605756344,19995.4978505808
197,399611,中创100R,100,2916.0559,-0.0407,35.1272,26014.39092,999.0799118091,105263.9906190367,48807.05555209691
198,399612,中创100,100,2604.388,-0.0407,35.1272,26014.39092,999.0799118091,105263.9906190367,48807.05555209691
199,399613,深证能源,0,4346.3126,-0.0033,19.2101,8268.38985,91.2991422042,2947.0991805875,1120.2759895563001
200,399614,深证材料,0,4032.0625,-0.021,18.3147,40270.28601,615.3074840099,37186.6574802456,17783.179702373898
201,399615,深证工业,0,4043.2059,-0.0348,37.1956,19149.72898,506.2367688186,44374.373758228,19368.7242060256
202,399616,深证可选,0,5523.9566,-0.0342,18.1269,10525.8086,198.57837490400001,21545.4287382419,7875.172060270799
203,399617,深证消费,0,13945.5984,-0.037,31.8204,4924.76676,216.5548101684,25647.9747122292,8467.2788406408
204,399618,深证医药,0,12358.9865,-0.0349,29.8241,5676.95228,225.70974069119998,22929.3447168803,10889.1672020433
205,399619,深证金融,0,6490.6889,-0.0254,13.4455,8551.25871,128.7679746394,15504.2046819204,5266.3574097624
206,399620,深证信息,0,4328.3328,-0.041,28.7711,27374.39603,581.1675665472001,45703.070240042995,25358.726739831804
207,399621,深证电信,0,2797.666,-0.0427,30.1127,3622.27973,72.1377143697,4227.2927070652,2095.8352823267
208,399622,深证公用,0,1957.1843,-0.0124,15.8561,6933.98817,45.5791352118,4433.6605351262,1399.6548707093
209,399623,中小基础,0,8807.0989,-0.0318,25.5217,89146.91289,1336.1608414391,110611.54651886369,54970.251500305
210,399624,中创400,400,2170.2852,-0.0276,26.0566,73291.05435,1088.5184001828,70828.06773365241,37356.0015037625
211,399625,中创500,500,2193.9542,-0.0348,30.9114,99305.44527,2087.5983119919,176092.0583526891,85579.819587621
212,399626,中创成长,166,1877.275,-0.0417,34.9502,25739.15384,901.7351545877001,78449.51834274191,37282.613590939305
213,399627,中创价值,166,2292.8397,-0.0236,15.7398,38731.31729,475.3104312668,44000.890308725,20804.5132194642
214,399628,700成长,233,2124.8158,-0.0242,21.4921,24764.97868,444.76760082650003,28434.3948615827,14105.4184104551
215,399629,700价值,233,2716.9231,-0.0158,14.5238,50656.58096,459.92731414879995,28148.0290684775,13436.012872552801
216,399630,1000成长,333,1652.9076,-0.0398,28.2964,52180.89149,1480.5516163368,126734.8469945478,62153.96453080139
217,399631,1000价值,333,2184.0221,-0.0208,11.8534,100142.59791,972.3736845474001,84460.0631553713,40834.7747550804
218,399632,深100EW,100,5494.381,-0.0343,24.3516,40116.9095,1275.3368875871001,135591.2501856136,5990.707098063001
219,399633,深300EW,300,5816.5906,-0.027,22.554,98993.66432,2141.9252103545,194679.0108970081,5201.9321128348
220,399634,中小等权,100,4014.7296,-0.0307,28.24,28030.41083,694.3900057377,70679.572206702,1748.0094182395
221,399635,创业板EW,100,2132.8579,-0.0346,44.1022,16180.81514,677.203310728,61650.711526281,2899.6181872713
222,399636,深证装备,80,4960.3567,-0.0314,29.2609,19200.51049,440.2453443961,31971.533842287998,17765.5024481616
223,399637,深证地产,0,2944.596,0.002,5.6827,7416.07315,57.3171012943,5499.7956745346,1428.0004297758999
224,399638,深证环保,40,7049.0915,-0.0311,32.8419,14508.04697,337.0254368109,22176.928358070298,11746.4093976257
225,399639,深证大宗,40,2673.4553,-0.0211,19.9379,25469.55396,360.04923735269995,26213.649078435,11339.8766505465
226,399640,创业基础,0,2376.3073,-0.036,42.7728,60706.4486,1238.985435501,83483.6436601069,43375.6952981594
227,399641,深证新兴,200,2462.5349,-0.0387,29.7275,56299.76694,1463.6532101838,124888.70289259199,66385.1486258978
228,399642,中小新兴,100,2258.1937,-0.0358,33.8877,27048.78501,655.0029265623,54652.2161902572,29195.228051500497
229,399643,创业新兴,100,3102.4092,-0.0431,47.4429,16237.67686,635.0567211169999,52880.4954813939,26716.6041362979
230,399644,深证时钟,100,3904.3387,-0.032,17.8648,42630.6378,632.0894580773,45554.9084295593,15213.708825953501
231,399645,100低波,50,10048.0842,-0.0298,15.5745,25843.56919,496.856333725,60331.7760203263,3514.9401592055
232,399646,深消费50,50,8665.7778,-0.0367,24.0961,12630.06051,389.0771036332,45765.1874317187,17659.9108873652
233,399647,深医药50,50,12224.8722,-0.0336,28.2946,6298.75173,239.45177921619998,24549.1291131495,11696.3976893185
234,399648,深证GDP,100,10469.8978,-0.0189,19.0042,54067.58347,885.5769247581,80393.67708916099,384.60319255300004
235,399649,中小红利,50,3520.3551,-0.0251,17.0111,11790.43518,176.55953310669997,20777.4346806856,7765.2250543737
236,399650,中小治理,50,2721.5276,-0.0334,22.3728,8585.33558,192.57560558,24058.871767969504,9496.0712971792
237,399651,中小责任,50,2039.7456,-0.0365,22.1435,10240.27579,234.83929808599999,31139.509260088398,14381.1636001362
238,399652,中创高新,50,3436.0888,-0.0421,60.1982,7482.67104,183.9831145265,12218.3312537155,7428.8045651076
239,399653,深证龙头,50,2792.2333,-0.0446,23.3828,22502.35211,641.2554572344001,71182.0686980768,34447.9144440645
240,399654,深证文化,50,2279.0619,-0.0311,22.212,21164.00688,220.15297383689997,14157.0061386313,5431.6316311569
241,399655,深证绩效,100,11830.3717,-0.0258,21.5234,16612.81823,462.2886889735,56761.5718600394,1025.9117407169
