,指数代码,指数简称,样本数,收盘点位,涨跌幅,PE滚动,成交量,成交额,总市值,自由流通市值
707,CN2297,新浪100R,100,4514.1121,-0.01,11.923,18383.79561,138.8982518851,10824.0759842243,1281.8086390342
708,CN2303,国证2000R,2000,9217.9914,-0.0173,25.3064,284123.61965,2956.2700661031,134460.07336466052,67084.72307177201
709,CN2311,国证1000R,1000,5264.3659,-0.0289,14.4388,377395.20352,5457.7464050281,585631.3354263118,254443.3248291836
710,CN2312,国证300R,300,6016.9038,-0.0348,15.8841,133825.32187,2983.5795418375,372607.4254569099,159304.3664764409
711,CN2313,巨潮100R,100,6237.9702,-0.0337,12.0655,77872.31332,1790.6418961261,286499.9549630632,116274.0592197909
712,CN2314,巨潮大盘R,200,5654.1306,-0.0322,12.7324,133008.3406,2602.4163370003,372596.5210119296,154444.0910508389
713,CN2315,巨潮中盘R,300,5001.4162,-0.0264,19.5833,100922.95005,1473.4848975089,118838.73154326712,55044.6954196847
714,CN2316,巨潮小盘R,500,5740.3117,-0.0205,18.3589,143463.91287,1381.8451705189002,94196.0828711151,44954.53835866
715,CN2319,资源优势R,100,2855.8123,-0.0001,14.7444,81444.51364,802.2524340867,51207.16608479441,18063.9621869861
716,CN2320,国证服务R,100,2475.2698,-0.0289,14.7898,43950.52339,339.6752345007,44989.1825574804,15938.6680461499
717,CN2321,国证红利R,50,9066.7073,-0.0221,7.6804,50483.46792,673.564364186,146015.6012568889,55262.8874725504
718,CN2322,国证治理R,50,11397.8803,-0.0327,9.2809,28026.92277,665.1057809053,109856.4727617566,45610.860604238704
719,CN2324,深证红利R,40,15384.2735,-0.0347,13.0526,16660.27149,354.5155972571,46590.230923225,22551.209020821603
720,CN2326,成长40R,40,7362.1472,-0.0364,26.156,6519.98023,216.1324643746,22502.2706416258,9945.2272934876
721,CN2328,深证治理R,40,15610.489,-0.0391,19.434,11769.26808,415.0778777876,48267.2663019545,24604.4077875253
722,CN2335,深证央企R,50,6046.907,-0.0206,17.2579,18034.13868,250.0640043634,27632.3221207604,11420.1025165804
723,CN2337,深证民营R,100,6504.6633,-0.0449,34.293,28853.526,1004.2611921471,92646.25289993429,45941.9799916092
724,CN2339,深证科技R,100,9350.8768,-0.0431,36.3039,28861.98491,886.0821765042999,78307.1382010106,40492.8652739808
725,CN2341,深证责任R,100,2258.0883,-0.0385,18.9192,30982.26916,696.8649445315,73053.0042765477,35937.347228381295
726,CN2346,深证成长R,100,5262.0572,-0.0467,30.4893,23831.93003,896.8638955997,78773.5486536004,38670.7287209554
727,CN2348,深证价值R,100,8782.2388,-0.023,10.8387,49914.14272,520.8843661742,56284.534963467806,27482.1964854274
728,CN2350,皖江30R,30,2988.3604,-0.0178,17.0682,16099.18822,168.4335788735,10909.4225143656,4357.369801857701
729,CN2351,创新示范R,100,10479.2415,-0.0355,14.3724,28052.15384,550.1893305501001,62879.7556159621,26734.2103664055
730,CN2353,国证物流R,40,2650.3739,-0.0412,12.2398,20787.27799,157.5157844449,23933.4849400106,8120.1530995974
731,CN2354,分析师指R,100,9947.7816,-0.0312,17.7199,66671.39554,1927.338971777,226268.3753020941,6965.1566347113
732,CN2355,长三角R,40,4275.461,-0.0324,12.5134,17321.6603,382.67750423120003,53552.824412656904,24576.2457104434
733,CN2356,珠三角R,40,11807.4788,-0.0356,14.0498,20348.94647,522.0292881054,71849.7183884931,36660.990996577
734,CN2357,环渤海R,40,3615.6732,-0.0253,7.7547,43877.51375,457.9629985127,109371.941477776,28318.2039250208
735,CN2358,国证环保R,40,6790.4333,-0.0241,29.2734,17159.59914,445.0252715514,40819.7859147091,20057.4945311705
736,CN2360,新硬件R,100,4858.414,-0.0286,24.1298,24296.05028,355.1639686881,30129.846668900802,1049.4397155127
737,CN2361,在线消费R,50,3705.5658,-0.0341,25.2375,13060.5067,132.9974273158,10661.4798412512,5100.7576430323
738,CN2362,民企100R,100,8857.3907,-0.041,33.996,29737.74072,1223.6563226213,120640.83484947211,58912.593354683304
739,CN2363,云科技R,50,4754.2154,-0.0449,33.7741,12167.27232,379.09458349269994,32910.8153165358,18154.9354269407
740,CN2365,国证农业R,50,18593.7668,-0.0378,35.0775,12436.25995,541.3429731914,69299.7079211807,30399.999720687796
741,CN2366,国证大宗R,100,3272.274,-0.0146,14.6317,94278.91594,1032.9082898727002,82126.67994108581,31353.3860755429
742,CN2367,1000地产R,0,5619.5058,-0.0025,6.469,12176.31709,109.0128165707,12024.192647169299,4572.9412595979
743,CN2368,国证军工R,50,8699.1599,-0.0184,53.4244,8255.32484,185.72035970439998,19175.464040762,9331.7106986848
744,CN2369,国证责任R,100,2008.589,-0.0365,14.6871,33134.89869,604.5473725933,71486.4195741596,35144.3534405199
745,CN2370,国证成长R,332,5988.4752,-0.0376,24.6236,77953.90581,2090.8928658076998,207815.2805087363,97857.3246049843
746,CN2371,国证价值R,332,8105.0944,-0.0155,8.0094,185276.81275,1499.0506174888,220447.7674153234,81658.4752955942
747,CN2372,大盘成长R,66,6347.2068,-0.0425,28.9729,22912.34984,1151.9231597982,134534.4498298064,64227.3813976892
748,CN2373,大盘价值R,66,9690.8343,-0.0173,7.157,63678.6025,625.0960930737999,149833.3851254308,51382.6808159839
749,CN2374,中盘成长R,100,5786.7022,-0.0333,22.2103,20595.75714,489.67890621519996,41554.380240814906,18665.172291766
750,CN2375,中盘价值R,100,6657.5719,-0.0129,11.0862,56156.29415,457.209898224,39226.7939942274,16742.6516663342
751,CN2376,小盘成长R,166,6691.8868,-0.0213,16.3546,34445.79883,449.2907997943,31726.450438115,14964.7709155291
752,CN2377,小盘价值R,166,8268.7463,-0.0121,10.5046,65441.9161,416.744626191,31387.5882956652,13533.142813276101
753,CN2378,ESG 300R,300,3220.9993,-0.0301,11.8073,109332.10427,2158.6363299571,306314.25115244644,127390.70291369689
754,CN2381,1000能源R,0,4086.89,0.0005,11.5979,34854.39821,265.5562757034,29475.814141889303,6170.888289871
755,CN2382,1000材料R,0,4509.8263,-0.017,15.5384,95624.05852,1198.8440180367,71367.92793778049,34118.4642420959
756,CN2383,1000工业R,0,3794.6377,-0.031,17.8866,71801.99535,935.7700434528999,91556.5013873334,40273.4742133284
757,CN2384,1000可选R,0,4808.2422,-0.0388,19.1677,23260.54158,392.05807177599996,46059.3002682957,20297.4499514881
758,CN2385,1000消费R,0,17124.981,-0.0394,37.0117,13404.76408,498.9587442746,70341.5439169533,24525.887800505698
759,CN2386,1000医药R,0,9170.8244,-0.0334,29.5139,14980.17913,448.20259503089994,44750.3359589908,21751.8956273593
760,CN2387,1000金融R,0,6788.6997,-0.023,7.1374,45000.2874,495.17017800879995,117480.71396135539,45520.059780612
761,CN2388,1000信息R,0,5565.6745,-0.0367,29.7482,42297.13668,883.2097761428,71628.5928584435,39422.013156464505
762,CN2389,国证通信R,70,3788.9533,-0.0362,35.1779,12184.71736,171.8552969127,11149.799518637199,5792.6525140236
763,CN2390,1000公用R,0,3761.264,-0.0114,18.2456,17949.91148,127.2013281975,19730.297832693603,5121.2777464365
764,CN2391,投资时钟R,100,4598.4261,-0.0335,17.099,58686.28729,995.6160590223,108306.82911835868,39150.735914375604
765,CN2392,国证新兴R,100,3082.4518,-0.0309,24.6712,44765.44803,1296.7202380156,138760.93547777462,5215.2842350367
766,CN2393,国证地产R,50,6565.0687,-0.0017,6.8924,16306.83313,142.2685656924,13801.0039558404,5450.1340588405
767,CN2394,国证医药R,80,13689.2368,-0.0345,30.3706,10733.05893,402.42675673800005,41369.3168613913,20113.7273827576
768,CN2395,国证有色R,50,7978.6991,0.001,27.2942,41325.65215,544.4733159683,21487.5371679458,12299.268886862399
769,CN2396,国证食品R,50,33346.0232,-0.0461,38.1606,5824.20524,396.94074666169996,58466.066892849696,17319.965080968403
770,CN2397,国证文化R,50,2254.1953,-0.0348,24.9207,15795.38901,255.5479640838,22030.2797476341,7181.9801728168
771,CN2398,绩效指数R,100,17747.8618,-0.0305,22.3449,16727.19035,660.7343298755001,101703.8456951436,990.8611706183
772,CN2399,中经GDPR,300,10227.2149,-0.0302,12.4057,149668.78257,2323.02899271,283953.3857752981,67409.7252932374
773,CN2400,大中盘R,500,5357.8312,-0.0307,13.8945,233931.29065,4075.9012345091996,491435.2525551967,209488.7864705236
774,CN2401,中小盘R,800,5320.733,-0.0238,19.0321,244386.86292,2855.3300680278003,213034.81441438218,99999.2337783447
775,CN2402,周期100R,100,4764.8011,-0.0307,14.0614,72725.38279,1252.4497381555,145690.7214547996,59117.6710825458
776,CN2403,防御100R,100,10907.0302,-0.0408,32.3019,22530.73592,832.3916451503999,102648.8590469274,41261.233425827
777,CN2404,大盘低波R,50,7765.5727,-0.0115,6.7333,45650.48775,379.35921009870003,113801.3240611388,4991.2721732872
778,CN2405,大盘高贝R,50,3131.6939,-0.0376,31.1404,17972.09268,1071.9765056885,122878.47553983089,6308.4836706287
779,CN2406,中盘低波R,100,15442.1436,-0.0191,16.0176,25341.51141,246.5632308246,32797.1631220382,2090.7904858905
780,CN2407,中盘高贝R,100,3256.2475,-0.0261,25.5502,33760.75026,736.5000906313,45624.3036584284,6265.1104324175
781,CN2408,小盘低波R,150,16346.8237,-0.0139,13.8926,38351.77702,242.5997920639,24696.195345674303,2723.7442511189997
782,CN2409,小盘高贝R,150,5516.9549,-0.0154,21.2091,48191.87665,671.7891609037999,33665.021135792704,3140.0046145101
783,CN2410,苏州率先R,30,2447.9082,-0.0363,25.3243,5567.12095,96.18121640700001,7310.528890211701,3799.1294206032003
784,CN2411,红利100R,100,4954.3956,-0.013,6.7072,43992.55427,500.40364731370005,109356.3136988761,875.9201828651
785,CN2412,国证新能R,50,3992.9837,-0.0335,47.1279,17880.40085,674.4505718175,54884.3106263847,27018.4223834386
786,CN2415,I100R,100,9068.0738,-0.0222,20.9892,32458.3864,638.4990077130001,41980.1687153524,978.1298271988001
787,CN2416,I300R,300,4601.9652,-0.0339,16.4139,112934.09101,2686.6192347514,276237.4985214357,135986.9567894616
788,CN2417,新能源车R,50,4362.0585,-0.0443,65.6842,12902.72162,580.1138801605,37631.8541486787,18080.164388451
789,CN2418,国证国安R,100,4369.2851,-0.0256,20.2082,42879.75565,709.5486182359,74929.9190804373,5155.5053433184
790,CN2419,国证高铁R,50,2169.3678,-0.0132,12.48,12113.32897,108.79595991040001,12676.5375024531,3379.5696878013
791,CN2420,国证保证R,30,1482.354,-0.0265,12.5346,12894.26698,233.0403501893,37291.7415008824,13155.319053212801
792,CN2422,中关村AR,0,3544.3201,-0.0248,21.9674,64745.12038,779.8670701041,50352.2961289529,24327.232327293503
793,CN2423,中关村50R,50,3021.0244,-0.0346,25.7447,18192.29277,262.53423931919997,18816.7015487744,10569.5551039849
794,CN2427,专利领先R,100,3304.082,-0.0112,21.1206,41876.99501,411.1020227857,18076.9240770008,9835.3347742747
795,CN2428,国证定增R,100,3608.6334,-0.0172,23.1445,23822.87366,395.52736487839996,22767.4125498481,1604.3726403976002
796,CN2429,新丝路R,100,1806.8773,-0.0102,19.1111,36254.42187,410.1010013412,26039.3625766475,9374.5523180539
797,CN2431,国证银行R,0,11156.4656,-0.0195,5.4718,22701.09309,198.1090528038,70002.9160227828,20975.538260063502
798,CN2432,智能汽车R,50,8837.4185,-0.0448,69.9851,5851.43774,426.42880808940004,31279.923504729,11660.4459238502
799,CN2433,国证交运R,0,2547.8832,-0.0413,12.6399,26837.49743,175.3382444736,23951.9853762925,8097.783279463
800,CN2434,国证传媒R,0,2049.4538,-0.0182,18.8275,15451.13271,103.48116186899999,6389.3477120152,2985.1945214179
801,CN2435,国证农牧R,0,6250.0608,-0.0149,31.0234,13678.99013,167.1010094126,12307.000318665601,5690.1399042117
802,CN2436,绿色煤炭R,30,6409.3594,0.0028,10.7653,22789.96313,211.44360058759997,12925.521604855,1440.7665038735001
803,CN2437,证券龙头R,0,7369.4235,-0.0273,16.1951,12640.24644,193.09792654720002,23802.1659390034,11812.695358180701
804,CN2438,绿色电力R,50,3383.719,-0.0127,22.2548,20975.33204,170.6933821007,18628.0300169783,4622.5227417275
805,CN2439,国证油气R,0,2419.9338,-0.005,11.3263,20162.11545,98.7095284395,15834.289531967199,1083.1432265458
806,CN2440,国证钢铁R,0,2532.0536,-0.0126,8.2202,31557.01735,168.1465524773,10449.2552314663,4119.7646880614
807,CN2441,生物医药R,30,4302.9858,-0.0375,36.0394,3139.85343,157.6645698916,17199.3921347593,7947.681180263299
808,CN2550,央视50R,50,9705.4058,-0.0318,10.4057,20118.20567,576.9020708755,105974.4225699863,10958.0204898411
809,CN2551,央视创新R,50,9260.4008,-0.042,26.3312,16580.41792,318.4236480551,27474.915888313597,13271.980711498101
810,CN2552,央视成长R,50,11248.7141,-0.0344,14.304,23017.12913,625.52778421,97490.1522527802,31317.3562827246
811,CN2553,央视回报R,50,9824.9657,-0.0383,26.4592,8975.44009,429.2818968636,59147.5470883136,15558.300686389199
812,CN2554,央视治理R,50,9742.8207,-0.0296,10.0792,23338.88588,453.09683979010003,92984.1995837366,22511.6735820877
813,CN2555,央视责任R,50,6925.34,-0.0306,8.4333,26549.69139,464.8522785038,78265.0155321762,24715.536947644
814,CN2556,央视生态R,50,3535.4581,-0.0254,25.4613,14589.82896,450.7862433085,45421.8682594933,16919.0744309413
815,CN2557,央视文化R,50,1858.1263,-0.0371,24.9207,15795.38901,255.5479640838,22030.2797476341,7268.9671114685
816,CN2602,中小成长R,100,1517.5163,-0.0388,27.8603,19655.10407,481.1428533877,45760.9934847007,22603.880076302998
817,CN2604,中小价值R,100,2505.926,-0.0216,14.2988,23947.45194,266.9184905227,26655.8979895254,12346.8368594931
818,CN2608,科技100R,100,3969.3025,-0.0342,36.1669,21351.49456,655.5771692795,54901.6913593839,29367.6096633206
819,CN2610,TMT 50R,50,7138.4665,-0.0439,26.7746,20164.5417,451.8429752394,37783.0605756344,19995.4978505808
820,CN2613,深证能源R,0,5308.8949,-0.0033,19.2101,8268.38985,91.2991422042,2947.0991805875,1120.2759895563001
821,CN2614,深证材料R,0,4968.2052,-0.021,18.3147,40270.28601,615.3074840099,37186.6574802456,17783.179702373898
822,CN2615,深证工业R,0,4787.5958,-0.0348,37.1956,19149.72898,506.2367688186,44374.373758228,19368.7242060256
823,CN2616,深证可选R,0,7042.1368,-0.0342,18.1269,10525.8086,198.57837490400001,21545.4287382419,7875.172060270799
824,CN2617,深证消费R,0,17744.3223,-0.037,31.8204,4924.76676,216.5548101684,25647.9747122292,8467.2788406408
825,CN2618,深证医药R,0,14133.1235,-0.0349,29.8241,5676.95228,225.70974069119998,22929.3447168803,10889.1672020433
826,CN2619,深证金融R,0,8121.5275,-0.0254,13.4455,8551.25871,128.7679746394,15504.2046819204,5266.3574097624
827,CN2620,深证信息R,0,4782.4888,-0.041,28.7711,27374.39603,581.1675665472001,45703.070240042995,25358.726739831804
828,CN2621,深证电信R,0,3082.3196,-0.0427,30.1127,3622.27973,72.1377143697,4227.2927070652,2095.8352823267
829,CN2622,深证公用R,0,2506.683,-0.0124,15.8561,6933.98817,45.5791352118,4433.6605351262,1399.6548707093
830,CN2623,中小基础R,0,10030.8989,-0.0318,25.5217,89146.91289,1336.1608414391,110611.54651886369,54970.251500305
831,CN2624,中创400R,400,2344.2808,-0.0276,26.0566,73291.05435,1088.5184001828,70828.06773365241,37356.0015037625
832,CN2625,中创500R,500,2385.1555,-0.0348,30.9114,99305.44527,2087.5983119919,176092.0583526891,85579.819587621
833,CN2626,中创成长R,166,2046.0412,-0.0417,34.9502,25739.15384,901.7351545877001,78449.51834274191,37282.613590939305
834,CN2627,中创价值R,166,2652.6314,-0.0236,15.7398,38731.31729,475.3104312668,44000.890308725,20804.5132194642
835,CN2628,700成长R,233,2297.152,-0.0242,21.4921,24764.97868,444.76760082650003,28434.3948615827,14105.4184104551
836,CN2629,700价值R,233,3131.0959,-0.0158,14.5238,50656.58096,459.92731414879995,28148.0290684775,13436.012872552801
837,CN2630,1000成长R,333,1876.0794,-0.0398,28.2964,52180.89149,1480.5516163368,126734.8469945478,62153.96453080139
838,CN2631,1000价值R,333,2663.1468,-0.0208,11.8534,100142.59791,972.3736845474001,84460.0631553713,40834.7747550804
839,CN2632,深100EWR,100,6980.479,-0.0343,24.3516,40116.9095,1275.3368875871001,135591.2501856136,5990.707098063001
840,CN2633,深300EWR,300,6851.8174,-0.027,22.554,98993.66432,2141.9252103545,194679.0108970081,5201.9321128348
841,CN2634,中小等权R,100,4567.8113,-0.0307,28.24,28030.41083,694.3900057377,70679.572206702,1748.0094182395
842,CN2635,创业板EWR,100,2265.4528,-0.0346,44.1022,16180.81514,677.203310728,61650.711526281,2899.6181872713
843,CN2636,深证装备R,80,5705.7314,-0.0314,29.2609,19200.51049,440.2453443961,31971.533842287998,17765.5024481616
844,CN2637,深证地产R,40,3849.1957,0.002,5.6827,7416.07315,57.3171012943,5499.7956745346,1428.0004297758999
845,CN2638,深证环保R,40,8112.8426,-0.0311,32.8419,14508.04697,337.0254368109,22176.928358070298,11746.4093976257
846,CN2639,深证大宗R,40,3375.3188,-0.0211,19.9379,25469.55396,360.04923735269995,26213.649078435,11339.8766505465
847,CN2640,创业基础R,0,2525.7369,-0.036,42.7728,60706.4486,1238.985435501,83483.6436601069,43375.6952981594
848,CN2641,深证新兴R,200,2726.9007,-0.0387,29.7275,56299.76694,1463.6532101838,124888.70289259199,66385.1486258978
849,CN2642,中小新兴R,100,2437.3296,-0.0358,33.8877,27048.78501,655.0029265623,54652.2161902572,29195.228051500497
850,CN2643,创业新兴R,100,3263.2176,-0.0431,47.4429,16237.67686,635.0567211169999,52880.4954813939,26716.6041362979
851,CN2644,深证时钟R,100,4911.8753,-0.032,17.8648,42630.6378,632.0894580773,45554.9084295593,15213.708825953501
852,CN2645,100低波R,50,13313.3346,-0.0298,15.5745,25843.56919,496.856333725,60331.7760203263,3514.9401592055
853,CN2646,深消费50R,50,11189.0451,-0.0367,24.0961,12630.06051,389.0771036332,45765.1874317187,17659.9108873652
854,CN2647,深医药50R,50,13843.6354,-0.0336,28.2946,6298.75173,239.45177921619998,24549.1291131495,11696.3976893185
855,CN2648,深证GDPR,100,13032.9971,-0.0189,19.0042,54067.58347,885.5769247581,80393.67708916099,384.60319255300004
856,CN2649,中小红利R,50,4243.0604,-0.0251,17.0111,11790.43518,176.55953310669997,20777.4346806856,7765.2250543737
857,CN2650,中小治理R,50,3136.5419,-0.0334,22.3728,8585.33558,192.57560558,24058.871767969504,9496.0712971792
858,CN2651,中小责任R,50,2344.7058,-0.0365,22.1435,10240.27579,234.83929808599999,31139.509260088398,14381.1636001362
859,CN2652,中创高新R,50,3587.4721,-0.0421,60.1982,7482.67104,183.9831145265,12218.3312537155,7428.8045651076
860,CN2653,深证龙头R,50,3395.5926,-0.0446,23.3828,22502.35211,641.2554572344001,71182.0686980768,34447.9144440645
861,CN2654,深证文化R,50,2458.6317,-0.0311,22.212,21164.00688,220.15297383689997,14157.0061386313,5431.6316311569
862,CN2655,深证绩效R,100,16818.0126,-0.0258,21.5234,16612.81823,462.2886889735,56761.5718600394,1025.9117407169
863,CN2656,100绩效R,100,9534.4444,-0.0341,24.3516,40116.9095,1275.3368875871001,135591.2501856136,2951.0998063971
864,CN2657,300绩效R,300,8809.3651,-0.0291,22.554,98993.66432,2141.9252103545,194679.0108970081,2103.0666749335996
865,CN2658,中小绩效R,100,5339.5243,-0.0313,28.24,28030.41083,694.3900057377,70679.572206702,703.0307411909
866,CN2659,深成指EWR,500,5602.3311,-0.0249,22.35,145230.99821,2682.9199763447,229805.24825955622,8714.427272721
867,CN2660,中创EWR,100,3062.2418,-0.0363,35.1272,26014.39092,999.0799118091,105263.9906190367,5810.7337564825
868,CN2661,深证低波R,100,6835.8133,-0.0223,13.8631,33406.55142,441.0833624794,57875.6088399039,2163.6653448181
869,CN2662,深证高贝R,100,2331.7773,-0.0348,36.7744,22980.49642,1176.8061851552,109675.3039474353,5339.9947306264
870,CN2663,中小低波R,100,1886.5052,-0.0153,19.5754,19651.96072,203.9078144622,25726.5324031337,1504.9218231221
871,CN2664,中小高贝R,100,1307.6563,-0.034,32.5217,24130.10096,716.8600387606,59542.0472001879,2370.9657487321
872,CN2665,中创低波R,200,2130.3955,-0.0212,21.4177,43672.72093,525.6435776041001,53732.888372876,2864.4997304629997
873,CN2666,中创高贝R,200,1695.6015,-0.0331,39.3098,35447.38848,1368.6779362135,113078.2873037942,4214.336703447299
874,CN2667,创业板GR,100,4266.6721,-0.0478,42.1604,12090.38802,578.4937820394,47860.6991383129,23191.798947091498
875,CN2668,创业板VR,100,3970.9591,-0.0232,22.3369,18722.09152,259.65520842990003,16193.7282837733,8833.132105556999
876,CN2669,深证农业R,50,14683.1114,-0.0289,31.4291,11412.93445,320.0220168221,31811.904495885898,11136.8120838183
877,CN2670,深周期50R,50,5200.9176,-0.0356,22.6032,28259.83051,653.0688928789,58839.160626219906,26207.2007537493
878,CN2671,深防御50R,50,10162.3205,-0.0378,28.0199,12652.22069,414.9298272875,44359.498605249406,18308.3255941153
879,CN2672,深红利50R,50,6184.4123,-0.0155,9.4642,12870.79784,162.2142219609,16570.220250645,655.3345729057
880,CN2673,创业板50R,50,2720.3258,-0.0467,43.6711,11089.43472,538.4688238833,43567.3601655027,22647.070785301403
881,CN2674,深A医药R,0,2796.135,-0.0261,28.2096,35126.47339,598.6185941736001,35215.2793794435,17139.3158928286
882,CN2675,深互联网R,0,2889.5245,-0.0313,36.4731,33425.60194,429.1920863895,16829.5125980382,10180.0925381658
883,CN2676,深医药EWR,0,4025.1874,-0.0056,28.2096,35126.47339,598.6185941736001,35215.2793794435,763.6974811875999
884,CN2677,深互联EWR,0,4055.3271,-0.0179,36.4731,33425.60194,429.1920863895,16829.5125980382,1043.3853589858
885,CN2678,深次新股R,0,973.574,-0.0097,41.0228,6548.6834,213.92401878409999,13168.654368803898,2483.7008906827
886,CN2680,深成能源R,0,1148.0633,-0.0035,18.0202,5091.48305,66.2681761949,2320.5332381271,1052.4715002553
887,CN2681,深成材料R,0,1559.4977,-0.0219,17.8968,38705.16191,552.3951461055,34750.6675362498,16418.8381836431
888,CN2682,深成工业R,0,2018.4197,-0.0401,37.6125,16406.57665,451.972901946,40491.641884607205,20231.6330633582
889,CN2683,深成可选R,0,1954.4374,-0.0362,17.9545,11120.99914,197.8515900935,21286.3481776172,10536.1862162009
890,CN2684,深成消费R,0,3347.0363,-0.0398,32.3414,8126.51963,257.019209777,28880.037953118997,11984.8727656226
891,CN2685,深成医药R,0,2713.2032,-0.033,28.3654,8913.79877,265.4364053423,26335.6238752704,12640.782325745
892,CN2686,深成金融R,0,2350.9541,-0.0283,13.5126,10453.07116,141.1225762574,17550.9023759364,8285.9496678524
893,CN2687,深成信息R,0,3074.3503,-0.0398,28.6541,33429.91278,613.4084626139,46638.816787331605,26125.920865727203
894,CN2688,深成电信R,0,1446.1184,-0.0554,27.554,2321.13973,59.1841929917,3378.6960147803,2072.6057116829
895,CN2689,深成公用R,0,1222.1653,-0.0147,14.1071,3936.55599,24.1764190169,3315.8127836297,902.86772475
896,CN2690,中小专利R,50,2658.8463,-0.0271,37.0152,11066.72902,264.4065931182,18559.303612086398,5318.9669030488
897,CN2691,创业专利R,50,2530.6342,-0.0258,48.0014,5413.84132,82.4105886576,4993.8474664297,2222.5336465599
898,CN2692,创业低波R,100,3533.2819,-0.0245,30.9868,19981.01434,316.6011623853,19889.3638248875,1646.7520420969
899,CN2693,安防产业R,50,4002.1448,-0.0218,31.7127,9049.37963,140.7097822851,11743.9621954019,1015.0059425837
900,CN2694,创业高贝R,100,2961.5445,-0.0318,49.3788,11839.93599,660.8503733899,54093.9712070504,2437.3527482239
901,CN2695,深证节能R,100,3340.7014,-0.0236,31.4206,27154.05254,481.2926934539,28640.8586369886,1649.0383921589998
902,CN2696,深证创投R,0,3218.9022,-0.0346,29.1152,29280.68985,442.74117111699996,22206.769048585,12906.2478953593
903,CN2697,中关村60R,60,4335.156,-0.0296,40.3034,13806.22322,241.14540184959998,12464.7434300653,7265.3877665294995
904,CN2698,优势成长R,50,33080.3482,-0.0081,19.3234,6845.78241,65.5587855558,2799.3568986974,438.621148179
905,CN2699,金融科技R,0,3627.2253,-0.0296,17.0577,22107.2642,354.3893804355,19356.3563889675,8174.7671399387
906,CN5061,深证GDP对冲,0,1041.1321,0.0215,,,,,
907,CN5062,中经GDP对冲,0,1173.8417,0.0017,,,,,
908,CN6001,安徽指数,0,6097.2197,-0.0169,20.7484,27534.79256,308.8958884918,18486.7022616921,9380.3318765637
909,CN6002,北京指数,0,4342.4086,-0.0191,9.6386,126798.66107,1221.4008912530999,153659.8744371039,46938.142906307
910,CN6003,福建指数,0,7963.5373,-0.0326,19.309,26169.20175,432.92042763800004,33197.5111999713,17618.0353744415
911,CN6004,甘肃指数,0,3970.8551,-0.0139,20.5754,10733.31252,74.5662037715,3068.7152607358003,1474.9822514294
912,CN6005,广东指数,0,8186.3464,-0.0314,17.1017,99285.02476,1423.5546360317,129007.8112691592,64126.6932440275
913,CN6006,广西指数,0,2285.7306,-0.0157,16.2594,4804.38102,34.4906127908,2815.9179556305,1146.7669509626
914,CN6007,贵州指数,0,48451.5863,-0.0365,38.7638,4633.22022,143.8490603102,25529.7816462064,11295.9741675176
915,CN6008,海南指数,0,1936.0018,-0.0122,43.4128,6963.18726,56.1887272978,2286.6669479679,1090.8601781587
916,CN6009,河北指数,0,4468.451,-0.0158,21.4423,13238.48134,137.7715878873,12607.1568212577,4868.0468636661
917,CN6010,河南指数,0,7153.0321,-0.0186,21.429,14007.4863,197.28506327830002,14525.1857199003,6645.0067547278
918,CN6011,黑龙江指,0,1511.2708,-0.014,22.9727,8878.8331,53.058984987399995,3192.8833914014003,1444.8673749232
919,CN6012,湖北指数,0,4203.4121,-0.0296,24.201,15611.69401,229.72060888869999,14829.225609608999,7017.1087478665
920,CN6013,湖南指数,0,4439.2828,-0.025,20.6281,20522.81814,227.1479487624,14235.2203182525,6874.135972636801
921,CN6014,吉林指数,0,4093.9551,-0.0208,19.2834,7930.79191,77.8685433543,4021.8091140995,2225.1653253373997
922,CN6015,江苏指数,0,5979.4117,-0.0269,21.2978,61548.90593,833.455017732,57001.257693237196,28162.8929469993
923,CN6016,江西指数,0,6948.1674,-0.0191,23.578,9342.05356,149.70387158379998,7210.7205014876,3866.4246460418
924,CN6017,辽宁指数,0,3061.0505,-0.0232,14.8583,23365.57334,157.1582169099,8002.1615543962,3480.4163295333
925,CN6018,内蒙古指,0,12804.0971,-0.0268,21.5542,20754.32308,205.47037703430001,8668.7964495744,5005.5258870539
926,CN6019,宁夏指数,0,3106.9252,-0.0235,23.1796,7523.61802,61.430703963599996,2120.8622461610003,803.7230483687
927,CN6020,青海指数,0,2283.4226,0.0029,41.2924,3562.15742,66.9706437428,3194.7354937591,1410.3539886141
928,CN6021,山东指数,0,6549.2805,-0.0287,17.3716,43980.3355,530.0078740182,32876.124085491,15770.510264968001
929,CN6022,山西指数,0,6792.8528,-0.0133,16.4203,18255.11568,185.9138697427,10078.9128886503,4211.1992934519
930,CN6023,陕西指数,0,4709.1855,-0.0102,21.6491,10662.81749,160.9050410806,12809.8525191849,6643.1416651365
931,CN6024,上海指数,0,3709.8785,-0.0274,13.1352,47845.51268,570.1594625627,58966.678801542,25078.377892627203
932,CN6025,四川指数,0,8530.6096,-0.0334,26.6687,25707.3666,457.71786921010005,28172.127036240498,13822.5666685767
933,CN6026,天津指数,0,4574.5007,-0.0241,11.6853,11048.39722,167.1345829795,11051.5807272769,5100.1157363941
934,CN6027,西藏指数,0,3952.7068,-0.0126,35.9374,2196.46208,50.3853877334,2402.0287712145,991.742690853
935,CN6028,新疆指数,0,3304.575,-0.0106,14.0134,15040.04429,145.03832865180001,7611.321116942199,3356.1765260453003
